nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj
FEDERATION FRANÇAISE DE FOOTBALL,30374248,,,sav@izivia.com,0972668001,FEDERATION FRANÇAISE DE FOOTBALL,,FR*SOD*S*OTHR*527*1*_*_,FFF - MONTGERMONT,Voirie,29 Rue de la Marebaudière 35760 Montgermont,35760,"[48.151657,-1.710024]",,FROTHEOTHR52711,FR*SOD*E*OTHR*527*1*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-12-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
FLANDRE ENERGIES,72172029,,Sodetrel,sav@izivia.com,0972668001,FLANDRE ENERGIES,FROTHPOTHR43421,FR*SOD*S*OTHR*434*2*_*_,FLANDRE ENERGIES - FLIXECOURT,Voirie,19 Allee des Quarante 80420 Flixecourt,80420,"[50.029051,2.064717]",2,FROTHEOTHR43421,FR*SOD*E*OTHR*434*2*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-07-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
FLANDRE ENERGIES,72172029,,Sodetrel,sav@izivia.com,0972668001,FLANDRE ENERGIES,FROTHPOTHR43411,FR*SOD*S*OTHR*434*1*_*_,FLANDRE ENERGIES - FLIXECOURT,Voirie,19 Allee des Quarante 80420 Flixecourt,80420,"[50.029051,2.064717]",2,FROTHEOTHR43411,FR*SOD*E*OTHR*434*1*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-07-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
FLANDRE ENERGIES,72172029,,Sodetrel,sav@izivia.com,0972668001,FLANDRE ENERGIES,FROTHPOTHR43411,FR*SOD*S*OTHR*434*1*_*_,FLANDRE ENERGIES - FLIXECOURT,Voirie,19 Allee des Quarante 80420 Flixecourt,80420,"[50.029051,2.064717]",2,FROTHEOTHR43411,FR*SOD*E*OTHR*434*1*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-07-15,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
FLANDRE ENERGIES,72172029,,Sodetrel,sav@izivia.com,0972668001,FLANDRE ENERGIES,FROTHPOTHR43421,FR*SOD*S*OTHR*434*2*_*_,FLANDRE ENERGIES - FLIXECOURT,Voirie,19 Allee des Quarante 80420 Flixecourt,80420,"[50.029051,2.064717]",2,FROTHEOTHR43421,FR*SOD*E*OTHR*434*2*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-07-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
FROMAGERIE MILLERET,,,Sodetrel,sav@izivia.com,0972668001,FROMAGERIE MILLERET,FROTHPSENT15931,FR*SOD*S*SENT*159*3*_*_,10 ROUTE DE CHOYE,Voirie,8 Route de Choye 70700 Charcenne,70700,"[47.373615,5.777415]",4,FROTHESENT15931,FR*SOD*E*SENT*159*3*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-03-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
FROMAGERIE MILLERET,,,Sodetrel,sav@izivia.com,0972668001,FROMAGERIE MILLERET,FROTHPSENT15931,FR*SOD*S*SENT*159*3*_*_,10 ROUTE DE CHOYE,Voirie,8 Route de Choye 70700 Charcenne,70700,"[47.373615,5.777415]",4,FROTHESENT15931,FR*SOD*E*SENT*159*3*1*_,24,false,false,true,true,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-03-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
FROMAGERIE MILLERET,,,Sodetrel,sav@izivia.com,0972668001,FROMAGERIE MILLERET,FROTHPSENT15932,FR*SOD*S*SENT*159*3*_*_,10 ROUTE DE CHOYE,Voirie,8 Route de Choye 70700 Charcenne,70700,"[47.373615,5.777415]",4,FROTHESENT15932,FR*SOD*E*SENT*159*3*2*_,22,false,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-03-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GARAGE TERRIEN,,,Sodetrel,sav@izivia.com,0972668001,GARAGE TERRIEN,FROTHPOTHR20821,FR*SOD*S*OTHR*208*2*_*_,GARAGE TERRIEN - DIVATTE SUR LOIRE,Voirie,12 Boulevard Pasteur 44450 Divatte-sur-Loire,44450,"[47.267877,-1.337148]",2,FROTHEOTHR20821,FR*SOD*E*OTHR*208*2*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GARAGE TERRIEN,,,Sodetrel,sav@izivia.com,0972668001,GARAGE TERRIEN,FROTHPOTHR20811,FR*SOD*S*OTHR*208*1*_*_,GARAGE TERRIEN - DIVATTE SUR LOIRE,Voirie,12 Boulevard Pasteur 44450 Divatte-sur-Loire,44450,"[47.267877,-1.337148]",2,FROTHEOTHR20811,FR*SOD*E*OTHR*208*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GARAGE TERRIEN,,,Sodetrel,sav@izivia.com,0972668001,GARAGE TERRIEN,FROTHPOTHR20821,FR*SOD*S*OTHR*208*2*_*_,GARAGE TERRIEN - DIVATTE SUR LOIRE,Voirie,12 Boulevard Pasteur 44450 Divatte-sur-Loire,44450,"[47.267877,-1.337148]",2,FROTHEOTHR20821,FR*SOD*E*OTHR*208*2*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GARAGE TERRIEN,,,Sodetrel,sav@izivia.com,0972668001,GARAGE TERRIEN,FROTHPOTHR20811,FR*SOD*S*OTHR*208*1*_*_,GARAGE TERRIEN - DIVATTE SUR LOIRE,Voirie,12 Boulevard Pasteur 44450 Divatte-sur-Loire,44450,"[47.267877,-1.337148]",2,FROTHEOTHR20811,FR*SOD*E*OTHR*208*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-07-07,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR47412,FR*SOD*S*OTHR*474*1*_*_,GROUPE EDENIS - MURET,Voirie,109 Avenue du Pic du Ger 31600 Muret,31600,"[43.441941,1.316846]",2,FROTHEOTHR47412,FR*SOD*E*OTHR*474*1*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-09-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR47411,FR*SOD*S*OTHR*474*1*_*_,GROUPE EDENIS - MURET,Voirie,109 Avenue du Pic du Ger 31600 Muret,31600,"[43.441941,1.316846]",2,FROTHEOTHR47411,FR*SOD*E*OTHR*474*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-09-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR47411,FR*SOD*S*OTHR*474*1*_*_,GROUPE EDENIS - MURET,Voirie,109 Avenue du Pic du Ger 31600 Muret,31600,"[43.441941,1.316846]",2,FROTHEOTHR47411,FR*SOD*E*OTHR*474*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-09-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR47412,FR*SOD*S*OTHR*474*1*_*_,GROUPE EDENIS - MURET,Voirie,109 Avenue du Pic du Ger 31600 Muret,31600,"[43.441941,1.316846]",2,FROTHEOTHR47412,FR*SOD*E*OTHR*474*1*2*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-09-01,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR47521,FR*SOD*S*OTHR*475*2*_*_,GROUPE EDENIS - BLAGNAC,Voirie,7 Chemin des Soeurs 31700 Blagnac,31700,"[43.630781,1.395748]",2,FROTHEOTHR47521,FR*SOD*E*OTHR*475*2*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-08-31,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR47511,FR*SOD*S*OTHR*475*1*_*_,GROUPE EDENIS - BLAGNAC,Voirie,7 Chemin des Soeurs 31700 Blagnac,31700,"[43.630781,1.395748]",2,FROTHEOTHR47511,FR*SOD*E*OTHR*475*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-08-31,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR47511,FR*SOD*S*OTHR*475*1*_*_,GROUPE EDENIS - BLAGNAC,Voirie,7 Chemin des Soeurs 31700 Blagnac,31700,"[43.630781,1.395748]",2,FROTHEOTHR47511,FR*SOD*E*OTHR*475*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-08-31,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR47521,FR*SOD*S*OTHR*475*2*_*_,GROUPE EDENIS - BLAGNAC,Voirie,7 Chemin des Soeurs 31700 Blagnac,31700,"[43.630781,1.395748]",2,FROTHEOTHR47521,FR*SOD*E*OTHR*475*2*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-08-31,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR48311,FR*SOD*S*OTHR*483*1*_*_,GROUPE EDENIS - TOULOUSE,Voirie,3 Rue Claude-Marie Perroud 31100 Toulouse,31100,"[43.573556,1.381192]",4,FROTHEOTHR48311,FR*SOD*E*OTHR*483*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR48321,FR*SOD*S*OTHR*483*2*_*_,GROUPE EDENIS - TOULOUSE,Voirie,3 Rue Claude-Marie Perroud 31100 Toulouse,31100,"[43.573556,1.381192]",4,FROTHEOTHR48321,FR*SOD*E*OTHR*483*2*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR48311,FR*SOD*S*OTHR*483*1*_*_,GROUPE EDENIS - TOULOUSE,Voirie,3 Rue Claude-Marie Perroud 31100 Toulouse,31100,"[43.573556,1.381192]",4,FROTHEOTHR48311,FR*SOD*E*OTHR*483*1*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR48341,FR*SOD*S*OTHR*483*4*_*_,GROUPE EDENIS - TOULOUSE,Voirie,3 Rue Claude-Marie Perroud 31100 Toulouse,31100,"[43.573556,1.381192]",4,FROTHEOTHR48341,FR*SOD*E*OTHR*483*4*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR48331,FR*SOD*S*OTHR*483*3*_*_,GROUPE EDENIS - TOULOUSE,Voirie,3 Rue Claude-Marie Perroud 31100 Toulouse,31100,"[43.573556,1.381192]",4,FROTHEOTHR48331,FR*SOD*E*OTHR*483*3*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR48321,FR*SOD*S*OTHR*483*2*_*_,GROUPE EDENIS - TOULOUSE,Voirie,3 Rue Claude-Marie Perroud 31100 Toulouse,31100,"[43.573556,1.381192]",4,FROTHEOTHR48321,FR*SOD*E*OTHR*483*2*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR48331,FR*SOD*S*OTHR*483*3*_*_,GROUPE EDENIS - TOULOUSE,Voirie,3 Rue Claude-Marie Perroud 31100 Toulouse,31100,"[43.573556,1.381192]",4,FROTHEOTHR48331,FR*SOD*E*OTHR*483*3*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE EDENIS,334795051,,Sodetrel,sav@izivia.com,0972668001,GROUPE EDENIS,FROTHPOTHR48341,FR*SOD*S*OTHR*483*4*_*_,GROUPE EDENIS - TOULOUSE,Voirie,3 Rue Claude-Marie Perroud 31100 Toulouse,31100,"[43.573556,1.381192]",4,FROTHEOTHR48341,FR*SOD*E*OTHR*483*4*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-09-02,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE INCA,,,Sodetrel,sav@izivia.com,0972668001,GROUPE INCA,FROTHPOTHR22511,FR*SOD*S*OTHR*225*1*_*_,GROUPE INCA - ARTIGUES-PRES-BORDEAUX,Voirie,1 Allée de Castillon 33370 Artigues-près-Bordeaux,33370,"[44.868186,-0.501219]",4,FROTHEOTHR22511,FR*SOD*E*OTHR*225*1*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE INCA,,,Sodetrel,sav@izivia.com,0972668001,GROUPE INCA,FROTHPOTHR22541,FR*SOD*S*OTHR*225*4*_*_,GROUPE INCA - ARTIGUES-PRES-BORDEAUX,Voirie,1 Allée de Castillon 33370 Artigues-près-Bordeaux,33370,"[44.868186,-0.501219]",4,FROTHEOTHR22541,FR*SOD*E*OTHR*225*4*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE INCA,,,Sodetrel,sav@izivia.com,0972668001,GROUPE INCA,FROTHPOTHR22541,FR*SOD*S*OTHR*225*4*_*_,GROUPE INCA - ARTIGUES-PRES-BORDEAUX,Voirie,1 Allée de Castillon 33370 Artigues-près-Bordeaux,33370,"[44.868186,-0.501219]",4,FROTHEOTHR22541,FR*SOD*E*OTHR*225*4*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE INCA,,,Sodetrel,sav@izivia.com,0972668001,GROUPE INCA,FROTHPOTHR22531,FR*SOD*S*OTHR*225*3*_*_,GROUPE INCA - ARTIGUES-PRES-BORDEAUX,Voirie,1 Allée de Castillon 33370 Artigues-près-Bordeaux,33370,"[44.868186,-0.501219]",4,FROTHEOTHR22531,FR*SOD*E*OTHR*225*3*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE INCA,,,Sodetrel,sav@izivia.com,0972668001,GROUPE INCA,FROTHPOTHR22521,FR*SOD*S*OTHR*225*2*_*_,GROUPE INCA - ARTIGUES-PRES-BORDEAUX,Voirie,1 Allée de Castillon 33370 Artigues-près-Bordeaux,33370,"[44.868186,-0.501219]",4,FROTHEOTHR22521,FR*SOD*E*OTHR*225*2*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE INCA,,,Sodetrel,sav@izivia.com,0972668001,GROUPE INCA,FROTHPOTHR22531,FR*SOD*S*OTHR*225*3*_*_,GROUPE INCA - ARTIGUES-PRES-BORDEAUX,Voirie,1 Allée de Castillon 33370 Artigues-près-Bordeaux,33370,"[44.868186,-0.501219]",4,FROTHEOTHR22531,FR*SOD*E*OTHR*225*3*1*_,22,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE INCA,,,Sodetrel,sav@izivia.com,0972668001,GROUPE INCA,FROTHPOTHR22511,FR*SOD*S*OTHR*225*1*_*_,GROUPE INCA - ARTIGUES-PRES-BORDEAUX,Voirie,1 Allée de Castillon 33370 Artigues-près-Bordeaux,33370,"[44.868186,-0.501219]",4,FROTHEOTHR22511,FR*SOD*E*OTHR*225*1*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE INCA,,,Sodetrel,sav@izivia.com,0972668001,GROUPE INCA,FROTHPOTHR22521,FR*SOD*S*OTHR*225*2*_*_,GROUPE INCA - ARTIGUES-PRES-BORDEAUX,Voirie,1 Allée de Castillon 33370 Artigues-près-Bordeaux,33370,"[44.868186,-0.501219]",4,FROTHEOTHR22521,FR*SOD*E*OTHR*225*2*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2021-08-25,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE PARTOUCHE,588801464,,Sodetrel,sav@izivia.com,0972668001,GROUPE PARTOUCHE,FROTHPOTHR30441,FR*SOD*S*OTHR*304*4*_*_,PASINO GRAND - AIX-EN-PROVENCE,Voirie,7 Boulevard du Marechal Leclerc 13090 Aix-en-Provence,13090,"[43.522485,5.435765]",18,FROTHEOTHR30441,FR*SOD*E*OTHR*304*4*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE PARTOUCHE,588801464,,Sodetrel,sav@izivia.com,0972668001,GROUPE PARTOUCHE,FROTHPOTHR304151,FR*SOD*S*OTHR*304*15*_*_,PASINO GRAND - AIX-EN-PROVENCE,Voirie,7 Boulevard du Marechal Leclerc 13090 Aix-en-Provence,13090,"[43.522485,5.435765]",18,FROTHEOTHR304151,FR*SOD*E*OTHR*304*15*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE PARTOUCHE,588801464,,Sodetrel,sav@izivia.com,0972668001,GROUPE PARTOUCHE,FROTHPOTHR30491,FR*SOD*S*OTHR*304*9*_*_,PASINO GRAND - AIX-EN-PROVENCE,Voirie,7 Boulevard du Marechal Leclerc 13090 Aix-en-Provence,13090,"[43.522485,5.435765]",18,FROTHEOTHR30491,FR*SOD*E*OTHR*304*9*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE PARTOUCHE,588801464,,Sodetrel,sav@izivia.com,0972668001,GROUPE PARTOUCHE,FROTHPOTHR304131,FR*SOD*S*OTHR*304*13*_*_,PASINO GRAND - AIX-EN-PROVENCE,Voirie,7 Boulevard du Marechal Leclerc 13090 Aix-en-Provence,13090,"[43.522485,5.435765]",18,FROTHEOTHR304131,FR*SOD*E*OTHR*304*13*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE PARTOUCHE,588801464,,Sodetrel,sav@izivia.com,0972668001,GROUPE PARTOUCHE,FROTHPOTHR30491,FR*SOD*S*OTHR*304*9*_*_,PASINO GRAND - AIX-EN-PROVENCE,Voirie,7 Boulevard du Marechal Leclerc 13090 Aix-en-Provence,13090,"[43.522485,5.435765]",18,FROTHEOTHR30491,FR*SOD*E*OTHR*304*9*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE PARTOUCHE,588801464,,Sodetrel,sav@izivia.com,0972668001,GROUPE PARTOUCHE,FROTHPOTHR304151,FR*SOD*S*OTHR*304*15*_*_,PASINO GRAND - AIX-EN-PROVENCE,Voirie,7 Boulevard du Marechal Leclerc 13090 Aix-en-Provence,13090,"[43.522485,5.435765]",18,FROTHEOTHR304151,FR*SOD*E*OTHR*304*15*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE PARTOUCHE,588801464,,Sodetrel,sav@izivia.com,0972668001,GROUPE PARTOUCHE,FROTHPOTHR30471,FR*SOD*S*OTHR*304*7*_*_,PASINO GRAND - AIX-EN-PROVENCE,Voirie,7 Boulevard du Marechal Leclerc 13090 Aix-en-Provence,13090,"[43.522485,5.435765]",18,FROTHEOTHR30471,FR*SOD*E*OTHR*304*7*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE PARTOUCHE,588801464,,Sodetrel,sav@izivia.com,0972668001,GROUPE PARTOUCHE,FROTHPOTHR30461,FR*SOD*S*OTHR*304*6*_*_,PASINO GRAND - AIX-EN-PROVENCE,Voirie,7 Boulevard du Marechal Leclerc 13090 Aix-en-Provence,13090,"[43.522485,5.435765]",18,FROTHEOTHR30461,FR*SOD*E*OTHR*304*6*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE PARTOUCHE,588801464,,Sodetrel,sav@izivia.com,0972668001,GROUPE PARTOUCHE,FROTHPOTHR304171,FR*SOD*S*OTHR*304*17*_*_,PASINO GRAND - AIX-EN-PROVENCE,Voirie,7 Boulevard du Marechal Leclerc 13090 Aix-en-Provence,13090,"[43.522485,5.435765]",18,FROTHEOTHR304171,FR*SOD*E*OTHR*304*17*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
GROUPE PARTOUCHE,588801464,,Sodetrel,sav@izivia.com,0972668001,GROUPE PARTOUCHE,FROTHPOTHR304121,FR*SOD*S*OTHR*304*12*_*_,PASINO GRAND - AIX-EN-PROVENCE,Voirie,7 Boulevard du Marechal Leclerc 13090 Aix-en-Provence,13090,"[43.522485,5.435765]",18,FROTHEOTHR304121,FR*SOD*E*OTHR*304*12*1*_,7,true,true,false,false,false,false,true,false,true,"",Accès libre,false,24/7,Accessibilité inconnue,Aucune Restriction,false,Direct,N/A,2022-01-18,Conditions accès aux bornes dépendantes des accords et formules de votre EMSP,2022-12-22
